archivo,duracion_segundos,estacion,canal,sampling_rate,npts,starttime,endtime
CL.LC02.01.HHE.2022.037,86399.99,LC02,HHE,100.0,8640000,2022-02-06T00:00:00.000000Z,2022-02-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.038,86399.99,LC02,HHE,100.0,8640000,2022-02-07T00:00:00.000000Z,2022-02-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.039,86399.99,LC02,HHE,100.0,8640000,2022-02-08T00:00:00.000000Z,2022-02-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.040,86399.99,LC02,HHE,100.0,8640000,2022-02-09T00:00:00.000000Z,2022-02-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.041,86399.99,LC02,HHE,100.0,8640000,2022-02-10T00:00:00.000000Z,2022-02-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.042,86399.99,LC02,HHE,100.0,8640000,2022-02-11T00:00:00.000000Z,2022-02-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.043,86399.99,LC02,HHE,100.0,8640000,2022-02-12T00:00:00.000000Z,2022-02-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.044,86399.99,LC02,HHE,100.0,8640000,2022-02-13T00:00:00.000000Z,2022-02-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.045,172799.99,LC02,HHE,100.0,17280000,2022-02-14T00:00:00.000000Z,2022-02-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.047,86399.99,LC02,HHE,100.0,8640000,2022-02-16T00:00:00.000000Z,2022-02-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.048,86399.99,LC02,HHE,100.0,8640000,2022-02-17T00:00:00.000000Z,2022-02-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.049,86399.99,LC02,HHE,100.0,8640000,2022-02-18T00:00:00.000000Z,2022-02-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.050,86399.99,LC02,HHE,100.0,8640000,2022-02-19T00:00:00.000000Z,2022-02-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.051,86399.99,LC02,HHE,100.0,8640000,2022-02-20T00:00:00.000000Z,2022-02-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.052,86399.99,LC02,HHE,100.0,8640000,2022-02-21T00:00:00.000000Z,2022-02-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.053,86399.99,LC02,HHE,100.0,8640000,2022-02-22T00:00:00.000000Z,2022-02-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.054,86399.99,LC02,HHE,100.0,8640000,2022-02-23T00:00:00.000000Z,2022-02-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.055,86399.99,LC02,HHE,100.0,8640000,2022-02-24T00:00:00.000000Z,2022-02-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.056,86399.99,LC02,HHE,100.0,8640000,2022-02-25T00:00:00.000000Z,2022-02-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.057,86399.99,LC02,HHE,100.0,8640000,2022-02-26T00:00:00.000000Z,2022-02-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.058,86399.99,LC02,HHE,100.0,8640000,2022-02-27T00:00:00.000000Z,2022-02-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.059,86399.99,LC02,HHE,100.0,8640000,2022-02-28T00:00:00.000000Z,2022-02-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.060,86399.99,LC02,HHE,100.0,8640000,2022-03-01T00:00:00.000000Z,2022-03-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.061,86399.99,LC02,HHE,100.0,8640000,2022-03-02T00:00:00.000000Z,2022-03-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.062,86399.99,LC02,HHE,100.0,8640000,2022-03-03T00:00:00.000000Z,2022-03-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.063,86399.99,LC02,HHE,100.0,8640000,2022-03-04T00:00:00.000000Z,2022-03-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.064,86399.99,LC02,HHE,100.0,8640000,2022-03-05T00:00:00.000000Z,2022-03-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.065,86399.99,LC02,HHE,100.0,8640000,2022-03-06T00:00:00.000000Z,2022-03-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.066,86399.99,LC02,HHE,100.0,8640000,2022-03-07T00:00:00.000000Z,2022-03-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.067,86399.99,LC02,HHE,100.0,8640000,2022-03-08T00:00:00.000000Z,2022-03-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.068,86399.99,LC02,HHE,100.0,8640000,2022-03-09T00:00:00.000000Z,2022-03-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.069,86399.99,LC02,HHE,100.0,8640000,2022-03-10T00:00:00.000000Z,2022-03-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.070,86399.99,LC02,HHE,100.0,8640000,2022-03-11T00:00:00.000000Z,2022-03-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.071,86399.99,LC02,HHE,100.0,8640000,2022-03-12T00:00:00.000000Z,2022-03-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.072,86399.99,LC02,HHE,100.0,8640000,2022-03-13T00:00:00.000000Z,2022-03-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.073,86399.99,LC02,HHE,100.0,8640000,2022-03-14T00:00:00.000000Z,2022-03-14T23:59:59.990000Z
CL.LC02.01.HHE.2022.074,86399.99,LC02,HHE,100.0,8640000,2022-03-15T00:00:00.000000Z,2022-03-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.075,86399.99,LC02,HHE,100.0,8640000,2022-03-16T00:00:00.000000Z,2022-03-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.076,86399.99,LC02,HHE,100.0,8640000,2022-03-17T00:00:00.000000Z,2022-03-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.077,86399.99,LC02,HHE,100.0,8640000,2022-03-18T00:00:00.000000Z,2022-03-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.078,86399.99,LC02,HHE,100.0,8640000,2022-03-19T00:00:00.000000Z,2022-03-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.079,86399.99,LC02,HHE,100.0,8640000,2022-03-20T00:00:00.000000Z,2022-03-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.080,86399.99,LC02,HHE,100.0,8640000,2022-03-21T00:00:00.000000Z,2022-03-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.081,86399.99,LC02,HHE,100.0,8640000,2022-03-22T00:00:00.000000Z,2022-03-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.082,86399.99,LC02,HHE,100.0,8640000,2022-03-23T00:00:00.000000Z,2022-03-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.083,86399.99,LC02,HHE,100.0,8640000,2022-03-24T00:00:00.000000Z,2022-03-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.084,86399.99,LC02,HHE,100.0,8640000,2022-03-25T00:00:00.000000Z,2022-03-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.085,86399.99,LC02,HHE,100.0,8640000,2022-03-26T00:00:00.000000Z,2022-03-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.086,86399.99,LC02,HHE,100.0,8640000,2022-03-27T00:00:00.000000Z,2022-03-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.087,86399.99,LC02,HHE,100.0,8640000,2022-03-28T00:00:00.000000Z,2022-03-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.088,86399.99,LC02,HHE,100.0,8640000,2022-03-29T00:00:00.000000Z,2022-03-29T23:59:59.990000Z
CL.LC02.01.HHE.2022.089,86399.99,LC02,HHE,100.0,8640000,2022-03-30T00:00:00.000000Z,2022-03-30T23:59:59.990000Z
CL.LC02.01.HHE.2022.090,86399.99,LC02,HHE,100.0,8640000,2022-03-31T00:00:00.000000Z,2022-03-31T23:59:59.990000Z
CL.LC02.01.HHE.2022.091,86399.99,LC02,HHE,100.0,8640000,2022-04-01T00:00:00.000000Z,2022-04-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.092,86399.99,LC02,HHE,100.0,8640000,2022-04-02T00:00:00.000000Z,2022-04-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.093,86399.99,LC02,HHE,100.0,8640000,2022-04-03T00:00:00.000000Z,2022-04-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.094,86399.99,LC02,HHE,100.0,8640000,2022-04-04T00:00:00.000000Z,2022-04-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.095,86399.99,LC02,HHE,100.0,8640000,2022-04-05T00:00:00.000000Z,2022-04-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.096,86399.99,LC02,HHE,100.0,8640000,2022-04-06T00:00:00.000000Z,2022-04-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.097,86399.99,LC02,HHE,100.0,8640000,2022-04-07T00:00:00.000000Z,2022-04-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.098,86399.99,LC02,HHE,100.0,8640000,2022-04-08T00:00:00.000000Z,2022-04-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.099,86399.99,LC02,HHE,100.0,8640000,2022-04-09T00:00:00.000000Z,2022-04-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.100,86399.99,LC02,HHE,100.0,8640000,2022-04-10T00:00:00.000000Z,2022-04-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.101,86399.99,LC02,HHE,100.0,8640000,2022-04-11T00:00:00.000000Z,2022-04-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.102,86399.99,LC02,HHE,100.0,8640000,2022-04-12T00:00:00.000000Z,2022-04-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.103,86399.99,LC02,HHE,100.0,8640000,2022-04-13T00:00:00.000000Z,2022-04-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.104,86399.99,LC02,HHE,100.0,8640000,2022-04-14T00:00:00.000000Z,2022-04-14T23:59:59.990000Z
CL.LC02.01.HHE.2022.105,86399.99,LC02,HHE,100.0,8640000,2022-04-15T00:00:00.000000Z,2022-04-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.106,86399.99,LC02,HHE,100.0,8640000,2022-04-16T00:00:00.000000Z,2022-04-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.107,86399.99,LC02,HHE,100.0,8640000,2022-04-17T00:00:00.000000Z,2022-04-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.108,86399.99,LC02,HHE,100.0,8640000,2022-04-18T00:00:00.000000Z,2022-04-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.109,86399.99,LC02,HHE,100.0,8640000,2022-04-19T00:00:00.000000Z,2022-04-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.110,86399.99,LC02,HHE,100.0,8640000,2022-04-20T00:00:00.000000Z,2022-04-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.111,86399.99,LC02,HHE,100.0,8640000,2022-04-21T00:00:00.000000Z,2022-04-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.112,86399.99,LC02,HHE,100.0,8640000,2022-04-22T00:00:00.000000Z,2022-04-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.113,86399.99,LC02,HHE,100.0,8640000,2022-04-23T00:00:00.000000Z,2022-04-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.114,86399.99,LC02,HHE,100.0,8640000,2022-04-24T00:00:00.000000Z,2022-04-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.115,86399.99,LC02,HHE,100.0,8640000,2022-04-25T00:00:00.000000Z,2022-04-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.116,86399.99,LC02,HHE,100.0,8640000,2022-04-26T00:00:00.000000Z,2022-04-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.117,86399.99,LC02,HHE,100.0,8640000,2022-04-27T00:00:00.000000Z,2022-04-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.118,86399.99,LC02,HHE,100.0,8640000,2022-04-28T00:00:00.000000Z,2022-04-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.119,86399.99,LC02,HHE,100.0,8640000,2022-04-29T00:00:00.000000Z,2022-04-29T23:59:59.990000Z
CL.LC02.01.HHE.2022.120,86399.99,LC02,HHE,100.0,8640000,2022-04-30T00:00:00.000000Z,2022-04-30T23:59:59.990000Z
CL.LC02.01.HHE.2022.121,86399.99,LC02,HHE,100.0,8640000,2022-05-01T00:00:00.000000Z,2022-05-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.122,86399.99,LC02,HHE,100.0,8640000,2022-05-02T00:00:00.000000Z,2022-05-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.123,86399.99,LC02,HHE,100.0,8640000,2022-05-03T00:00:00.000000Z,2022-05-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.124,86399.99,LC02,HHE,100.0,8640000,2022-05-04T00:00:00.000000Z,2022-05-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.125,86399.99,LC02,HHE,100.0,8640000,2022-05-05T00:00:00.000000Z,2022-05-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.126,86399.99,LC02,HHE,100.0,8640000,2022-05-06T00:00:00.000000Z,2022-05-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.127,86399.99,LC02,HHE,100.0,8640000,2022-05-07T00:00:00.000000Z,2022-05-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.128,86399.99,LC02,HHE,100.0,8640000,2022-05-08T00:00:00.000000Z,2022-05-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.129,86399.99,LC02,HHE,100.0,8640000,2022-05-09T00:00:00.000000Z,2022-05-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.130,86399.99,LC02,HHE,100.0,8640000,2022-05-10T00:00:00.000000Z,2022-05-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.131,86399.99,LC02,HHE,100.0,8640000,2022-05-11T00:00:00.000000Z,2022-05-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.132,86399.99,LC02,HHE,100.0,8640000,2022-05-12T00:00:00.000000Z,2022-05-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.133,86399.99,LC02,HHE,100.0,8640000,2022-05-13T00:00:00.000000Z,2022-05-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.134,86399.99,LC02,HHE,100.0,8640000,2022-05-14T00:00:00.000000Z,2022-05-14T23:59:59.990000Z
CL.LC02.01.HHE.2022.135,86399.99,LC02,HHE,100.0,8640000,2022-05-15T00:00:00.000000Z,2022-05-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.136,86399.99,LC02,HHE,100.0,8640000,2022-05-16T00:00:00.000000Z,2022-05-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.137,86399.99,LC02,HHE,100.0,8640000,2022-05-17T00:00:00.000000Z,2022-05-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.138,86399.99,LC02,HHE,100.0,8640000,2022-05-18T00:00:00.000000Z,2022-05-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.139,86399.99,LC02,HHE,100.0,8640000,2022-05-19T00:00:00.000000Z,2022-05-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.140,86399.99,LC02,HHE,100.0,8640000,2022-05-20T00:00:00.000000Z,2022-05-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.141,86399.99,LC02,HHE,100.0,8640000,2022-05-21T00:00:00.000000Z,2022-05-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.142,86399.99,LC02,HHE,100.0,8640000,2022-05-22T00:00:00.000000Z,2022-05-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.143,86399.99,LC02,HHE,100.0,8640000,2022-05-23T00:00:00.000000Z,2022-05-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.144,86399.99,LC02,HHE,100.0,8640000,2022-05-24T00:00:00.000000Z,2022-05-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.145,86399.99,LC02,HHE,100.0,8640000,2022-05-25T00:00:00.000000Z,2022-05-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.146,86399.99,LC02,HHE,100.0,8640000,2022-05-26T00:00:00.000000Z,2022-05-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.147,86399.99,LC02,HHE,100.0,8640000,2022-05-27T00:00:00.000000Z,2022-05-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.148,86399.99,LC02,HHE,100.0,8640000,2022-05-28T00:00:00.000000Z,2022-05-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.149,86399.99,LC02,HHE,100.0,8640000,2022-05-29T00:00:00.000000Z,2022-05-29T23:59:59.990000Z
CL.LC02.01.HHE.2022.150,86399.99,LC02,HHE,100.0,8640000,2022-05-30T00:00:00.000000Z,2022-05-30T23:59:59.990000Z
CL.LC02.01.HHE.2022.151,86399.99,LC02,HHE,100.0,8640000,2022-05-31T00:00:00.000000Z,2022-05-31T23:59:59.990000Z
CL.LC02.01.HHE.2022.152,86399.99,LC02,HHE,100.0,8640000,2022-06-01T00:00:00.000000Z,2022-06-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.153,86399.99,LC02,HHE,100.0,8640000,2022-06-02T00:00:00.000000Z,2022-06-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.154,86399.99,LC02,HHE,100.0,8640000,2022-06-03T00:00:00.000000Z,2022-06-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.155,86399.99,LC02,HHE,100.0,8640000,2022-06-04T00:00:00.000000Z,2022-06-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.156,86399.99,LC02,HHE,100.0,8640000,2022-06-05T00:00:00.000000Z,2022-06-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.157,86399.99,LC02,HHE,100.0,8640000,2022-06-06T00:00:00.000000Z,2022-06-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.158,86399.99,LC02,HHE,100.0,8640000,2022-06-07T00:00:00.000000Z,2022-06-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.159,86399.99,LC02,HHE,100.0,8640000,2022-06-08T00:00:00.000000Z,2022-06-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.160,86399.99,LC02,HHE,100.0,8640000,2022-06-09T00:00:00.000000Z,2022-06-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.161,86399.99,LC02,HHE,100.0,8640000,2022-06-10T00:00:00.000000Z,2022-06-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.162,86399.99,LC02,HHE,100.0,8640000,2022-06-11T00:00:00.000000Z,2022-06-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.163,86399.99,LC02,HHE,100.0,8640000,2022-06-12T00:00:00.000000Z,2022-06-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.164,86399.99,LC02,HHE,100.0,8640000,2022-06-13T00:00:00.000000Z,2022-06-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.165,86399.99,LC02,HHE,100.0,8640000,2022-06-14T00:00:00.000000Z,2022-06-14T23:59:59.990000Z
CL.LC02.01.HHE.2022.166,86399.99,LC02,HHE,100.0,8640000,2022-06-15T00:00:00.000000Z,2022-06-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.167,86399.99,LC02,HHE,100.0,8640000,2022-06-16T00:00:00.000000Z,2022-06-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.168,86399.99,LC02,HHE,100.0,8640000,2022-06-17T00:00:00.000000Z,2022-06-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.169,86399.99,LC02,HHE,100.0,8640000,2022-06-18T00:00:00.000000Z,2022-06-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.170,86399.99,LC02,HHE,100.0,8640000,2022-06-19T00:00:00.000000Z,2022-06-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.171,86399.99,LC02,HHE,100.0,8640000,2022-06-20T00:00:00.000000Z,2022-06-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.172,86399.99,LC02,HHE,100.0,8640000,2022-06-21T00:00:00.000000Z,2022-06-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.173,86399.99,LC02,HHE,100.0,8640000,2022-06-22T00:00:00.000000Z,2022-06-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.174,86399.99,LC02,HHE,100.0,8640000,2022-06-23T00:00:00.000000Z,2022-06-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.175,86399.99,LC02,HHE,100.0,8640000,2022-06-24T00:00:00.000000Z,2022-06-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.176,86399.99,LC02,HHE,100.0,8640000,2022-06-25T00:00:00.000000Z,2022-06-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.177,86399.99,LC02,HHE,100.0,8640000,2022-06-26T00:00:00.000000Z,2022-06-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.178,86399.99,LC02,HHE,100.0,8640000,2022-06-27T00:00:00.000000Z,2022-06-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.179,86399.99,LC02,HHE,100.0,8640000,2022-06-28T00:00:00.000000Z,2022-06-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.180,86399.99,LC02,HHE,100.0,8640000,2022-06-29T00:00:00.000000Z,2022-06-29T23:59:59.990000Z
CL.LC02.01.HHE.2022.181,86399.99,LC02,HHE,100.0,8640000,2022-06-30T00:00:00.000000Z,2022-06-30T23:59:59.990000Z
CL.LC02.01.HHE.2022.182,86399.99,LC02,HHE,100.0,8640000,2022-07-01T00:00:00.000000Z,2022-07-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.183,86399.99,LC02,HHE,100.0,8640000,2022-07-02T00:00:00.000000Z,2022-07-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.184,86399.99,LC02,HHE,100.0,8640000,2022-07-03T00:00:00.000000Z,2022-07-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.185,86399.99,LC02,HHE,100.0,8640000,2022-07-04T00:00:00.000000Z,2022-07-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.186,86399.99,LC02,HHE,100.0,8640000,2022-07-05T00:00:00.000000Z,2022-07-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.187,86399.99,LC02,HHE,100.0,8640000,2022-07-06T00:00:00.000000Z,2022-07-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.188,86399.99,LC02,HHE,100.0,8640000,2022-07-07T00:00:00.000000Z,2022-07-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.189,86399.99,LC02,HHE,100.0,8640000,2022-07-08T00:00:00.000000Z,2022-07-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.190,86399.99,LC02,HHE,100.0,8640000,2022-07-09T00:00:00.000000Z,2022-07-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.191,86399.99,LC02,HHE,100.0,8640000,2022-07-10T00:00:00.000000Z,2022-07-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.192,86399.99,LC02,HHE,100.0,8640000,2022-07-11T00:00:00.000000Z,2022-07-11T23:59:59.990000Z
CL.LC02.01.HHE.2022.193,86399.99,LC02,HHE,100.0,8640000,2022-07-12T00:00:00.000000Z,2022-07-12T23:59:59.990000Z
CL.LC02.01.HHE.2022.194,86399.99,LC02,HHE,100.0,8640000,2022-07-13T00:00:00.000000Z,2022-07-13T23:59:59.990000Z
CL.LC02.01.HHE.2022.195,86399.99,LC02,HHE,100.0,8640000,2022-07-14T00:00:00.000000Z,2022-07-14T23:59:59.990000Z
CL.LC02.01.HHE.2022.196,86399.99,LC02,HHE,100.0,8640000,2022-07-15T00:00:00.000000Z,2022-07-15T23:59:59.990000Z
CL.LC02.01.HHE.2022.197,86399.99,LC02,HHE,100.0,8640000,2022-07-16T00:00:00.000000Z,2022-07-16T23:59:59.990000Z
CL.LC02.01.HHE.2022.198,86399.99,LC02,HHE,100.0,8640000,2022-07-17T00:00:00.000000Z,2022-07-17T23:59:59.990000Z
CL.LC02.01.HHE.2022.199,86399.99,LC02,HHE,100.0,8640000,2022-07-18T00:00:00.000000Z,2022-07-18T23:59:59.990000Z
CL.LC02.01.HHE.2022.200,86399.99,LC02,HHE,100.0,8640000,2022-07-19T00:00:00.000000Z,2022-07-19T23:59:59.990000Z
CL.LC02.01.HHE.2022.201,86399.99,LC02,HHE,100.0,8640000,2022-07-20T00:00:00.000000Z,2022-07-20T23:59:59.990000Z
CL.LC02.01.HHE.2022.202,86399.99,LC02,HHE,100.0,8640000,2022-07-21T00:00:00.000000Z,2022-07-21T23:59:59.990000Z
CL.LC02.01.HHE.2022.203,86399.99,LC02,HHE,100.0,8640000,2022-07-22T00:00:00.000000Z,2022-07-22T23:59:59.990000Z
CL.LC02.01.HHE.2022.204,86399.99,LC02,HHE,100.0,8640000,2022-07-23T00:00:00.000000Z,2022-07-23T23:59:59.990000Z
CL.LC02.01.HHE.2022.205,86399.99,LC02,HHE,100.0,8640000,2022-07-24T00:00:00.000000Z,2022-07-24T23:59:59.990000Z
CL.LC02.01.HHE.2022.206,86399.99,LC02,HHE,100.0,8640000,2022-07-25T00:00:00.000000Z,2022-07-25T23:59:59.990000Z
CL.LC02.01.HHE.2022.207,86399.99,LC02,HHE,100.0,8640000,2022-07-26T00:00:00.000000Z,2022-07-26T23:59:59.990000Z
CL.LC02.01.HHE.2022.208,86399.99,LC02,HHE,100.0,8640000,2022-07-27T00:00:00.000000Z,2022-07-27T23:59:59.990000Z
CL.LC02.01.HHE.2022.209,86399.99,LC02,HHE,100.0,8640000,2022-07-28T00:00:00.000000Z,2022-07-28T23:59:59.990000Z
CL.LC02.01.HHE.2022.210,86399.99,LC02,HHE,100.0,8640000,2022-07-29T00:00:00.000000Z,2022-07-29T23:59:59.990000Z
CL.LC02.01.HHE.2022.211,86399.99,LC02,HHE,100.0,8640000,2022-07-30T00:00:00.000000Z,2022-07-30T23:59:59.990000Z
CL.LC02.01.HHE.2022.212,86399.99,LC02,HHE,100.0,8640000,2022-07-31T00:00:00.000000Z,2022-07-31T23:59:59.990000Z
CL.LC02.01.HHE.2022.213,86399.99,LC02,HHE,100.0,8640000,2022-08-01T00:00:00.000000Z,2022-08-01T23:59:59.990000Z
CL.LC02.01.HHE.2022.214,86399.99,LC02,HHE,100.0,8640000,2022-08-02T00:00:00.000000Z,2022-08-02T23:59:59.990000Z
CL.LC02.01.HHE.2022.215,86399.99,LC02,HHE,100.0,8640000,2022-08-03T00:00:00.000000Z,2022-08-03T23:59:59.990000Z
CL.LC02.01.HHE.2022.216,86399.99,LC02,HHE,100.0,8640000,2022-08-04T00:00:00.000000Z,2022-08-04T23:59:59.990000Z
CL.LC02.01.HHE.2022.217,86399.99,LC02,HHE,100.0,8640000,2022-08-05T00:00:00.000000Z,2022-08-05T23:59:59.990000Z
CL.LC02.01.HHE.2022.218,86399.99,LC02,HHE,100.0,8640000,2022-08-06T00:00:00.000000Z,2022-08-06T23:59:59.990000Z
CL.LC02.01.HHE.2022.219,86399.99,LC02,HHE,100.0,8640000,2022-08-07T00:00:00.000000Z,2022-08-07T23:59:59.990000Z
CL.LC02.01.HHE.2022.220,86399.99,LC02,HHE,100.0,8640000,2022-08-08T00:00:00.000000Z,2022-08-08T23:59:59.990000Z
CL.LC02.01.HHE.2022.221,86399.99,LC02,HHE,100.0,8640000,2022-08-09T00:00:00.000000Z,2022-08-09T23:59:59.990000Z
CL.LC02.01.HHE.2022.222,86399.99,LC02,HHE,100.0,8640000,2022-08-10T00:00:00.000000Z,2022-08-10T23:59:59.990000Z
CL.LC02.01.HHE.2022.223,86399.99,LC02,HHE,100.0,8640000,2022-08-11T00:00:00.000000Z,2022-08-11T23:59:59.990000Z
